track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
A Beautiful Breath - Strings Version,https://open.spotify.com/track/7IIUERPVEl0S4v3iU8vpIs,A Beautiful Breath (Strings Version),https://open.spotify.com/album/39L61jnHerFaIwk50gcjUd,Melody Lake,https://open.spotify.com/artist/1we36odvLMnv4ESemMwWs7,2024-02-09,60945,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Breathing Deeply In The Still Night,https://open.spotify.com/track/5gi0Fb5a0hylUkVgWaLiZR,Orange Glow,https://open.spotify.com/album/1UZ3SSDvDCCQQKUxZjIzLk,July Sunrise,https://open.spotify.com/artist/2i0yWCXBGhBWuT0qnM3tmE,2022-02-24,61615,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Breathing Soft,https://open.spotify.com/track/2AXdJhlY2FwXch7VNTZhSX,March Melodies,https://open.spotify.com/album/4Y3sVkBaAO4UnND54Ta9R4,Eternal Spring,https://open.spotify.com/artist/6yDo1kCCuaAyfUy37qTiih,2022-08-25,62415,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Breathing Softly,https://open.spotify.com/track/1b1ybBdqhSZINz8ieWFZBg,Modern Piano Lullabies,https://open.spotify.com/album/66iwgells6KAwWRuCmUS1M,Wandering River,https://open.spotify.com/artist/68MLCS299SINsPPPTnMZRK,2022-08-25,63120,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Brief Shadows,https://open.spotify.com/track/1dj0xydfQ9N73UVWLypRDk,Distant Lands,https://open.spotify.com/album/0AoKBXSnhjaWSlg07h6RBC,Slow Rising Hope,https://open.spotify.com/artist/6PG2xcOoZhLtbLAINQdys6,2022-08-25,62894,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Bright Days Ahead,https://open.spotify.com/track/1cP9izXEJhwRXb9twUkRhm,"Cello Reflections, Vol. 2",https://open.spotify.com/album/48wfrUhD16y2U8Lz6HuKRC,Open Blue Sky,https://open.spotify.com/artist/0G1U8wfQEhTYRtBPel0hlC,2022-01-12,122832,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Bright Future,https://open.spotify.com/track/6pM9OOuaEWjl7fsG9RhSjg,Acceptance,https://open.spotify.com/album/61QvkPs87o3DpYT2oanzqz,Poella,https://open.spotify.com/artist/0to4jGriVUNpgXmdw9C9js,2022-01-12,66873,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Bright Shadows,https://open.spotify.com/track/3TPDtZgR50La8ZzwihbjFl,Innerscape,https://open.spotify.com/album/7Irucj3F7RZXtGA5ePsBig,Wandering River,https://open.spotify.com/artist/68MLCS299SINsPPPTnMZRK,2022-01-12,72952,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
"Bring A Torch, Jeanette, Isabella Arr. For Cello",https://open.spotify.com/track/5ODzhwCOsGb2GaLNXFcWp5,"Bring A Torch, Jeanette, Isabella Arr. For Cello",https://open.spotify.com/album/1oqtc7Os80wnymIK1dUmqr,Melody Lake,https://open.spotify.com/artist/1we36odvLMnv4ESemMwWs7,2024-02-09,71538,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calling,https://open.spotify.com/track/30lPH79Dq5k5DGCNkakAnO,Calling,https://open.spotify.com/album/4bWWMAVUPkSWBG95A7gbdz,July Sunrise,https://open.spotify.com/artist/2i0yWCXBGhBWuT0qnM3tmE,2024-07-05,60865,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calling,https://open.spotify.com/track/64sFWTTC8olFhxI4nXaPYZ,Sunrise,https://open.spotify.com/album/4KWQdvYkfCatSafb1o5vCR,Open Blue Sky,https://open.spotify.com/artist/0G1U8wfQEhTYRtBPel0hlC,2022-01-12,91517,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calm Again,https://open.spotify.com/track/1m7IGe5lBiVTk8ipPJBvNg,Calm Again,https://open.spotify.com/album/3QCjXnrnfxVIxCaFYdz6L8,Limelight Glow,https://open.spotify.com/artist/24tFl1Ahli94KF2N76dCEy,2024-02-09,61607,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calm And Present,https://open.spotify.com/track/4VW2ZMreGx6ZkrEyGH16cS,Calm And Present,https://open.spotify.com/album/4VV8tDpnFyBMHXg0c1C3bx,Melody Lake,https://open.spotify.com/artist/1we36odvLMnv4ESemMwWs7,2025-01-19,60197,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calm Answers,https://open.spotify.com/track/2DUR3GrTmuRWjst4TdMdZm,"Relaxing Piano, Vol. 2",https://open.spotify.com/album/4Itys1Pew5j5dpubWyIUSM,Ivory Light,https://open.spotify.com/artist/3hSDOhq2hmStY6xAOHxvmi,2023-12-23,60205,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calm Breeze,https://open.spotify.com/track/133xZ19H5RUZwpBz7DYuIG,Warmth,https://open.spotify.com/album/7kifavgLRswEIoUyTH8anB,Slow Rising Hope,https://open.spotify.com/artist/6PG2xcOoZhLtbLAINQdys6,2024-01-29,109677,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calm Day,https://open.spotify.com/track/1WQmPDq5Hdn8uAEp1QT2cT,Calm Day,https://open.spotify.com/album/569aBV3mPwaxb0E37SKNfg,Sunset Harmony,https://open.spotify.com/artist/6RYTVoYZSRtXlupVCm0uQf,2024-12-28,60234,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calm December,https://open.spotify.com/track/2Hw2zGQI3nP5hiEX2TV9aN,Calm December,https://open.spotify.com/album/2DH6tLbnOrnv5RYlSF7uHg,Eternal Spring,https://open.spotify.com/artist/6yDo1kCCuaAyfUy37qTiih,2025-01-21,60283,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calm Flow By The River,https://open.spotify.com/track/0eJ6oMn3Uu83hmYzbdRd9Y,Orange Glow,https://open.spotify.com/album/1UZ3SSDvDCCQQKUxZjIzLk,July Sunrise,https://open.spotify.com/artist/2i0yWCXBGhBWuT0qnM3tmE,2022-02-24,61791,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calm Flow Of The River - Cello Version,https://open.spotify.com/track/5z69YyGPFEqNZUlGi57Fn6,Calm Flow Of The River,https://open.spotify.com/album/18BvwAHqy0s7ggYAte95dy,Harmony Night,https://open.spotify.com/artist/6K8fbHqOwXN8ceY71ipjdY,2024-02-09,62668,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calm Flow Of The River - Strings Version,https://open.spotify.com/track/2BV6JqhpuPkT8WuTApdiBV,Calm Flow Of The River (Strings Version),https://open.spotify.com/album/6hkGpiFvnQqSTJlQ96QfL9,Dream Presence,https://open.spotify.com/artist/77u8JcLgTOc0ebVwQZ3A26,2024-01-15,60182,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calm in the Storm,https://open.spotify.com/track/62K0MoPaI5wETh7rsaAHK6,Aura,https://open.spotify.com/album/0FVU6l8yPL1RaowRNaGux0,Melody Lake,https://open.spotify.com/artist/1we36odvLMnv4ESemMwWs7,2024-01-29,100337,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calm Mind,https://open.spotify.com/track/1jnXGElUDE7xhu0Lm37zCA,Calm Mind,https://open.spotify.com/album/0nlYjaUkM16phZdfEDhMFj,Melody Lake,https://open.spotify.com/artist/1we36odvLMnv4ESemMwWs7,2024-07-02,60437,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calm Reflection,https://open.spotify.com/track/1f6Zd1w0iDfnVNGT54wLjC,Calm Reflection,https://open.spotify.com/album/0a4Ky5OOFj8jjhA6qNgxft,Dream Presence,https://open.spotify.com/artist/77u8JcLgTOc0ebVwQZ3A26,2024-02-26,60981,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calm Silence,https://open.spotify.com/track/0cGI8lTL6D2YQF1z3EqUBP,Calm Silence,https://open.spotify.com/album/6ckurL8LwGjxHs6kNHFj2k,Limelight Glow,https://open.spotify.com/artist/24tFl1Ahli94KF2N76dCEy,2025-01-25,60333,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calm Solitude Arr. For Cello,https://open.spotify.com/track/0GpfLHzQs54VBsD9oYutkl,Calm Solitude,https://open.spotify.com/album/4tBAUa5sn2DudxSygRiEYN,Dream Presence,https://open.spotify.com/artist/77u8JcLgTOc0ebVwQZ3A26,2023-04-19,61119,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calm Solitude Arr. For Cello And Harp,https://open.spotify.com/track/3KGeyPoru1o5I0v0uUDclf,Calm Solitude Arr. For Cello And Harp,https://open.spotify.com/album/2adPYyDCIgUncMi5II8H99,Harp Flow,https://open.spotify.com/artist/1dTMXyW6jjoTvvf7ktsuGH,2024-02-09,60441,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calm Solitude Arr. For Strings,https://open.spotify.com/track/0oKpv6o8KJojLffylpR3Mr,Calm Solitude Arr. For Strings,https://open.spotify.com/album/6GAJrIXO6kZXDuobr95tNi,Cello Soul,https://open.spotify.com/artist/1g2vVGycdY9Xowsh2mYCqe,2024-02-09,60899,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calm State,https://open.spotify.com/track/1Ke9zybM5qcvITp64sMScM,Calm State,https://open.spotify.com/album/3Khne7nQ9lv3iZePU1OXZN,Sunset Harmony,https://open.spotify.com/artist/6RYTVoYZSRtXlupVCm0uQf,2024-08-31,60374,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calm State - Cello Version,https://open.spotify.com/track/6g5qfAnPLKhfRrSydDZB9j,Calm State (Cello Version),https://open.spotify.com/album/58gOJcDd8vefz9xpZae5Kq,Nature Dreams,https://open.spotify.com/artist/0BYEFNk0UBR0cuNK8d9hjo,2024-09-03,60443,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calm World,https://open.spotify.com/track/6RrMqrtAIHwfYZPJTmaAyk,Calm World,https://open.spotify.com/album/224ipkjPTvQsivbMHHgtdB,Slow Rising Hope,https://open.spotify.com/artist/6PG2xcOoZhLtbLAINQdys6,2024-03-30,60306,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calming,https://open.spotify.com/track/3XKnpSnQ3CoHMUcDPrVhY4,Calming,https://open.spotify.com/album/0k1djjFgglB3z3S28ad36c,Dream Presence,https://open.spotify.com/artist/77u8JcLgTOc0ebVwQZ3A26,2024-08-12,60362,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calming Mind,https://open.spotify.com/track/2NxQ4PPTziWUBN8QLt1ITb,Calming Mind,https://open.spotify.com/album/5feoVS46VwnkQZ8TSFqRxZ,July Sunrise,https://open.spotify.com/artist/2i0yWCXBGhBWuT0qnM3tmE,2024-05-27,60531,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calming Moments,https://open.spotify.com/track/7JFee6kQbMcGrLHSNNPukw,Fading Slowly,https://open.spotify.com/album/5vlyicl1WMOpCXzfKO4wN0,Slow Rising Hope,https://open.spotify.com/artist/6PG2xcOoZhLtbLAINQdys6,2025-01-15,62205,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calming Presence,https://open.spotify.com/track/6fIN88old55oFuCYEwot88,Calming Presence,https://open.spotify.com/album/7LsmlGRLLIbPMJ6FNU1oaa,Harmony Night,https://open.spotify.com/artist/6K8fbHqOwXN8ceY71ipjdY,2022-08-03,62727,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calming Waters,https://open.spotify.com/track/1ieXiW4KlaV8FSAKIBlKrV,Relaxing Cello,https://open.spotify.com/album/10FYDKljITHunEsUCAHFUe,Ivory Light,https://open.spotify.com/artist/3hSDOhq2hmStY6xAOHxvmi,2022-01-20,99915,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Calmness - Cello Version,https://open.spotify.com/track/0ciB5W1l6QG9jNwD5n8UJy,Calmness,https://open.spotify.com/album/69Tzmwn08RnnDb4USQx8BI,Beyond Stillness,https://open.spotify.com/artist/42iQ19B2la2mcUZAksaIo8,2023-04-08,60568,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Campfire,https://open.spotify.com/track/55OTwZtL5U2HAXLW86UvOJ,"Relaxing Piano, Vol. 2",https://open.spotify.com/album/4Itys1Pew5j5dpubWyIUSM,Ivory Light,https://open.spotify.com/artist/3hSDOhq2hmStY6xAOHxvmi,2023-12-23,60666,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Candlelight Moment,https://open.spotify.com/track/3i7FowRAW6yxHbSaLbE0Er,"Relaxing Piano, Vol. 2",https://open.spotify.com/album/4Itys1Pew5j5dpubWyIUSM,Ivory Light,https://open.spotify.com/artist/3hSDOhq2hmStY6xAOHxvmi,2023-12-23,61039,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Candlelight Reflection,https://open.spotify.com/track/50YDbitAZS6VVCbWo6jJaR,Candlelight Reflection,https://open.spotify.com/album/5a3yHjPYp20crxN6i8lU06,Harmony Night,https://open.spotify.com/artist/6K8fbHqOwXN8ceY71ipjdY,2024-09-26,60241,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Candles,https://open.spotify.com/track/2YFNDBmx785ZpzBtmtWvmw,Healing Times,https://open.spotify.com/album/6qdmuTYMx38tROfSOPMHL7,Harmony Night,https://open.spotify.com/artist/6K8fbHqOwXN8ceY71ipjdY,2022-01-20,88058,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Candles In The Field Arr. For Cello And Harp,https://open.spotify.com/track/5QaOEgtco40WNXmhXTXdVc,Above,https://open.spotify.com/album/4RJtJ6A1hf8l2zVxDzNcRQ,Slow Rising Hope,https://open.spotify.com/artist/6PG2xcOoZhLtbLAINQdys6,2024-02-09,62105,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Canyon,https://open.spotify.com/track/1MJz3X5117Bt9Vpe1fW0zr,Canyon,https://open.spotify.com/album/7AXpy6zqj7FwP6TgKQ2DB4,Slow Rising Hope,https://open.spotify.com/artist/6PG2xcOoZhLtbLAINQdys6,2024-04-03,60000,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Cardinal,https://open.spotify.com/track/6XSTU9Mce5LzlNv1kcb6Md,Daydreaming,https://open.spotify.com/album/72T026EJN1ZCBM10yJ6Nb8,Wandering River,https://open.spotify.com/artist/68MLCS299SINsPPPTnMZRK,2024-01-29,78010,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Cardinal - Revisited Strings Version,https://open.spotify.com/track/657UOQReYCHbcoYOgxvFoF,Cardinal (Revisited Strings Version),https://open.spotify.com/album/0NJSFooKCb92m3NdpJYjw3,Nature Dreams,https://open.spotify.com/artist/0BYEFNk0UBR0cuNK8d9hjo,2024-02-09,61018,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Cardinal - Strings Version,https://open.spotify.com/track/7Au3AiCioeiS307vGswQ8U,Morning Solitude (Strings Version),https://open.spotify.com/album/4Ezegn2rN1CtOdJzqJT1lG,Slow Rising Hope,https://open.spotify.com/artist/6PG2xcOoZhLtbLAINQdys6,2024-02-09,70586,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Cardinals,https://open.spotify.com/track/5QjUwoWJq9HyHJ2mSkPf5X,Gazing,https://open.spotify.com/album/0hcrqnBc54ubYBORXkpPzT,Slow Rising Hope,https://open.spotify.com/artist/6PG2xcOoZhLtbLAINQdys6,2022-01-12,76368,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Carnation,https://open.spotify.com/track/1njSR7Z7kLVOpSeFajEY5i,Carnation,https://open.spotify.com/album/4BwbKdsxankzPgI3CAmACc,Harp Flow,https://open.spotify.com/artist/1dTMXyW6jjoTvvf7ktsuGH,2025-02-15,60483,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Carnation,https://open.spotify.com/track/29J969utg3ZjilR12yH00u,"Relaxing Piano, Vol. 2",https://open.spotify.com/album/4Itys1Pew5j5dpubWyIUSM,Ivory Light,https://open.spotify.com/artist/3hSDOhq2hmStY6xAOHxvmi,2023-12-23,60775,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Cathedrals,https://open.spotify.com/track/5JsjrK1uh5vQyQRGa81RIh,Solitary,https://open.spotify.com/album/53vuiIjcuNuZ8NwIQiLUHk,Harmony Night,https://open.spotify.com/artist/6K8fbHqOwXN8ceY71ipjdY,2022-01-12,78461,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Celebrating With You,https://open.spotify.com/track/5GwyIsnGlzC7qIICfFg037,Fading Slowly,https://open.spotify.com/album/5vlyicl1WMOpCXzfKO4wN0,Slow Rising Hope,https://open.spotify.com/artist/6PG2xcOoZhLtbLAINQdys6,2025-01-15,60759,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Celebrations In Silence,https://open.spotify.com/track/5uL1APheNiLxu15v0ZqnWf,Ambient Harp,https://open.spotify.com/album/5Fr7wNbfLCDor0R70n0CUD,Harp Flow,https://open.spotify.com/artist/1dTMXyW6jjoTvvf7ktsuGH,2022-03-03,66081,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Cello Daydream,https://open.spotify.com/track/7mKgMDfFil0PAovfPJLq8C,Promises,https://open.spotify.com/album/2j0DTCwnzCxsmqTlswfICq,Slow Rising Hope,https://open.spotify.com/artist/6PG2xcOoZhLtbLAINQdys6,2022-02-26,62261,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Cello Echo,https://open.spotify.com/track/2Z424HTm8LzIyyv4WJV4Er,Cello Echo,https://open.spotify.com/album/45nFcfkDs8ELvyVIjIITq8,Cello Soul,https://open.spotify.com/artist/1g2vVGycdY9Xowsh2mYCqe,2022-06-21,62571,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Cello On The Hill,https://open.spotify.com/track/22X8ctz9yj90kA2p9VGRxt,Cello On The Hill,https://open.spotify.com/album/6h6UZKFcYZhIsBimpMuSMR,Cello Soul,https://open.spotify.com/artist/1g2vVGycdY9Xowsh2mYCqe,2024-08-02,60539,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Cello Romance In April,https://open.spotify.com/track/7fHuhw7KyF7KpdIUn7M5Nu,Reflections At Sunset,https://open.spotify.com/album/6p9GASXlOZUqP7bQl975Pi,Eternal Spring,https://open.spotify.com/artist/6yDo1kCCuaAyfUy37qTiih,2024-02-09,62264,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Cello Sunrise,https://open.spotify.com/track/5BX55PTJN3Ii52UoCco80V,Cello Sunrise,https://open.spotify.com/album/5R59nWgLT8LULY4qHxmZPT,Limelight Glow,https://open.spotify.com/artist/24tFl1Ahli94KF2N76dCEy,2022-09-25,62000,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Celtic Daydream - Cello Version,https://open.spotify.com/track/7mtMUXPbC5Cbcjj9KAFyOq,Celtic Daydream,https://open.spotify.com/album/2uoo5dWLPLRXCKlGAGcfen,Slow Rising Hope,https://open.spotify.com/artist/6PG2xcOoZhLtbLAINQdys6,2024-02-09,63965,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Celtic Love Song - Cello Version,https://open.spotify.com/track/0CnPHbR4zc0BgzruJ94VHw,Celtic Love Song,https://open.spotify.com/album/2aY8KH20KBDl1QQMOfz2Py,Eternal Spring,https://open.spotify.com/artist/6yDo1kCCuaAyfUy37qTiih,2024-02-09,63779,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Celtic Love Song - Piano Version,https://open.spotify.com/track/0tTPv3iuEnEL39PFkeObNV,Celtic Love Song,https://open.spotify.com/album/2aY8KH20KBDl1QQMOfz2Py,Eternal Spring,https://open.spotify.com/artist/6yDo1kCCuaAyfUy37qTiih,2023-05-14,63779,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Certainty,https://open.spotify.com/track/02IOkm3qPGeknVKFwtLkzt,Everglow,https://open.spotify.com/album/4B0IbcEFp7z00KAWzQp4NI,Harmony Night,https://open.spotify.com/artist/6K8fbHqOwXN8ceY71ipjdY,2022-01-12,87500,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
Change,https://open.spotify.com/track/66cdELp8re3ouDuHhGKdhh,Change,https://open.spotify.com/album/2OeBSjc16zuyLSrjxdi1FB,Nature Dreams,https://open.spotify.com/artist/0BYEFNk0UBR0cuNK8d9hjo,2024-03-30,60312,2022-10-03,Beautiful instrumental music to keep you in the flow as you code or study. An ideal playlist for programming during stressful times --- | program | programmer | software | software engineer | computer science | concentrate | concentration | focusing |,CODING FOCUS
